iter	MultiClass
406	0.7891148083
407	0.7886517479
408	0.7883809244
409	0.7879849179
410	0.7874911406
411	0.7869638872
412	0.786478291
413	0.7860378153
414	0.7856157939
415	0.7854144885
416	0.7851867511
417	0.7849462842
418	0.784797392
419	0.7838278739
420	0.7835572703
421	0.7830795221
422	0.7828333792
423	0.7822969021
424	0.7817297811
425	0.7814953627
426	0.7813298157
427	0.7806264581
428	0.7798635769
429	0.7796174524
430	0.7791528412
431	0.7779976114
432	0.7774435465
433	0.777088728
434	0.7766835963
435	0.7761668921
436	0.7758652924
437	0.7754676213
438	0.7747226323
439	0.7743976449
440	0.7739787751
441	0.7730960377
442	0.7729333719
443	0.7723816367
444	0.7721283485
445	0.7716935292
446	0.7713306318
447	0.7710262346
448	0.770820167
449	0.7704110579
450	0.7700672599
451	0.7698956278
452	0.7694539378
453	0.7690066385
454	0.7687092096
455	0.7676768857
456	0.7673116864
457	0.7667220861
458	0.7665671573
459	0.7663072156
460	0.7660388628
461	0.7656051946
462	0.7652931781
463	0.7649995885
464	0.7647857512
465	0.7644648246
466	0.7641938362
467	0.7639333603
468	0.7638156605
469	0.7633584665
470	0.7631213247
471	0.7630236126
472	0.7630014512
473	0.7625971083
474	0.7620451948
475	0.7618542248
476	0.7616628192
477	0.7615440528
478	0.7611757271
479	0.7601796013
480	0.7598060828
481	0.7591524823
482	0.7586487737
483	0.7585354149
484	0.7583213177
485	0.7579702021
486	0.7576543634
487	0.7571091121
488	0.7570139627
489	0.7567919522
490	0.7565509255
491	0.7560680492
492	0.7560119969
493	0.7558396528
494	0.7556269468
495	0.755389622
496	0.754864237
497	0.7547331778
498	0.7545757646
499	0.7542960478
500	0.7537336098
501	0.7532730173
502	0.7529939076
503	0.7528661677
504	0.7525164676
505	0.752268226
506	0.7514792063
507	0.7510518367
508	0.750771053
509	0.7504954226
510	0.7499553189
511	0.7493945693
512	0.7492725953
513	0.7488138615
514	0.7485825962
515	0.7483926513
516	0.7480710592
517	0.7471153837
518	0.7464229984
519	0.7462870945
520	0.7460836328
521	0.7460332442
522	0.7455960621
523	0.7449045341
524	0.7445166967
525	0.744082181
526	0.7433814566
527	0.7430912696
528	0.7428714298
529	0.7427863631
530	0.7424401576
531	0.7422023629
532	0.7420136828
533	0.7417069345
534	0.7413140506
535	0.7408226528
536	0.7406327023
537	0.7402280368
538	0.7399351267
539	0.7398279131
540	0.7396553818
541	0.7393007555
542	0.7392244898
543	0.7387546335
544	0.7384696017
545	0.7381054887
546	0.7374098925
547	0.7367068073
548	0.735798149
549	0.735704482
550	0.7352354542
551	0.7351216117
552	0.7348470177
553	0.7341999532
554	0.7336199688
555	0.733524049
556	0.7332797996
557	0.7329754057
558	0.7329463271
559	0.7326486043
560	0.7324955178
561	0.7321860764
562	0.7319416471
563	0.7315746333
564	0.7312015386
565	0.731051326
566	0.7305457072
567	0.7302287989
568	0.7294389388
569	0.7287651794
570	0.7281873508
571	0.7278228442
572	0.7277632699
573	0.7276150106
574	0.7273058063
575	0.7268333685
576	0.7263915924
577	0.7261846718
578	0.7259004155
579	0.7256473884
580	0.7256083381
581	0.7253517921
582	0.7249626182
583	0.7247352315
584	0.7245311803
585	0.7240533927
586	0.7232319476
587	0.7230345392
588	0.7228373875
589	0.7221637863
590	0.721694378
591	0.7215035426
592	0.7214368261
593	0.7213395277
594	0.7212450027
595	0.720915191
596	0.7206112042
597	0.7202627383
598	0.7200671844
599	0.719877644
600	0.7198013708
601	0.7196891958
602	0.7195497444
603	0.7194797064
604	0.7187608382
605	0.7181388811
606	0.7180416403
607	0.7175041883
608	0.7170299961
609	0.7168206923
610	0.7164869366
611	0.7161833404
612	0.715994776
613	0.7156288688
614	0.7155917967
615	0.7152215609
616	0.7151030299
617	0.7145926652
618	0.7139620746
619	0.7136224967
620	0.7133765468
621	0.7131618031
622	0.7130134794
623	0.712383624
624	0.7120639505
625	0.7119814741
626	0.7118690583
627	0.7113791994
628	0.7112729229
629	0.7109113633
630	0.7104166882
631	0.7099737558
632	0.7093608184
633	0.7092085605
634	0.7089568265
635	0.7087417249
636	0.7083129679
637	0.7082516917
638	0.7079198787
639	0.7075463124
640	0.7074500295
641	0.7071856582
642	0.7069045232
643	0.7066062056
644	0.7061986093
645	0.7059834699
646	0.7058743219
647	0.7055233552
648	0.7052746226
649	0.7050804625
650	0.7043344331
651	0.7041725991
652	0.7038402452
653	0.7036176737
654	0.7035381111
655	0.7032021878
656	0.7030110192
657	0.7025509113
658	0.7020623126
659	0.7017032224
660	0.7012626267
661	0.7010415096
662	0.7008174078
663	0.7006198123
664	0.7003632959
665	0.7001707498
666	0.6999159661
667	0.6997672496
668	0.6996367134
669	0.6993899151
670	0.6991447928
671	0.6990461147
672	0.6987395245
673	0.6985207477
674	0.6981812369
675	0.6981148902
676	0.6978921271
677	0.6977327203
678	0.6975802665
679	0.697455001
680	0.6972134326
681	0.6966545295
682	0.6964469458
683	0.6962698269
684	0.696149048
685	0.6960359796
686	0.6954489881
687	0.6953868734
688	0.6951484329
689	0.6949439974
690	0.6946899591
691	0.694610729
692	0.6944659899
693	0.69394202
694	0.6935687283
695	0.6929774734
696	0.6926042588
697	0.692537525
698	0.6924727306
699	0.6923770833
700	0.6920163158
701	0.6918612461
702	0.6916324916
703	0.6915243704
704	0.6913328835
705	0.6909647544
706	0.6908368773
707	0.690154083
708	0.6896886943
709	0.6893381741
710	0.6886423512
711	0.6883586477
712	0.6880011279
713	0.6872976645
714	0.6869850742
715	0.68673143
716	0.6865088057
717	0.686320682
718	0.6861278252
719	0.6860602624
720	0.6856254185
721	0.6855069701
722	0.6852513734
723	0.6851629137
724	0.6850509079
725	0.6847875654
726	0.6846522589
727	0.6845383284
728	0.6843314119
729	0.6842203844
730	0.6839417566
731	0.6838009189
732	0.6834597657
733	0.6831261122
734	0.6827062061
735	0.6824724003
736	0.6822917657
737	0.6820639143
738	0.6818986228
739	0.6817939999
740	0.6816063212
741	0.6811540909
742	0.6810758335
743	0.6808603686
744	0.6807653261
745	0.6805693916
746	0.680150069
747	0.6800142406
748	0.6796764296
749	0.6796107255
750	0.6795017335
751	0.6794114541
752	0.679244249
753	0.6791155438
754	0.6788570144
755	0.6784343458
756	0.6782798818
757	0.677897957
758	0.6775079692
759	0.6774540759
760	0.676992192
761	0.6766806459
762	0.6764665349
763	0.6760233543
764	0.675801453
765	0.6756779588
766	0.675586562
767	0.6750567134
768	0.6745706029
769	0.6741261337
770	0.6736911934
771	0.6734965666
772	0.6733407204
773	0.6732110434
774	0.6728179333
775	0.6726465026
776	0.6723114409
777	0.6722560073
778	0.6720312242
779	0.6718314414
780	0.6716066468
781	0.6715257227
782	0.6713267607
783	0.6711991252
784	0.671031171
785	0.6710012154
786	0.670666721
787	0.670338453
788	0.6699053223
789	0.6695986614
790	0.6693129802
791	0.6692088764
792	0.6690229413
793	0.6688941801
794	0.6685468637
795	0.6680370782
796	0.6678797465
797	0.6676920187
798	0.6673675031
799	0.6671923819
800	0.666795599
801	0.6664042985
802	0.6661789431
803	0.6659829111
804	0.6655970492
805	0.6653764566
806	0.6651021081
807	0.6647695252
808	0.6644209252
809	0.6641035397
810	0.6638289296
811	0.6634415911
812	0.6630345425
813	0.6627749606
814	0.6627072934
815	0.6625194067
816	0.661962397
817	0.661683717
818	0.6615316992
819	0.6614415242
820	0.6610661857
821	0.6609923247
822	0.660875456
823	0.6606166641
824	0.6602269763
825	0.6600665618
826	0.6599166258
827	0.6597867303
828	0.6594557486
829	0.6593590169
830	0.6591996841
831	0.6590914399
832	0.6586928329
833	0.6583169528
834	0.6583055187
835	0.6581932281
836	0.6578939059
837	0.6575968349
838	0.6574861483
839	0.6570693964
840	0.6568790053
841	0.6567007763
842	0.6563380717
843	0.65624614
844	0.6560189672
845	0.6558213544
846	0.6557287037
847	0.6556852623
848	0.6552443563
849	0.6551792881
850	0.6549487072
851	0.6548717994
852	0.6547002491
853	0.6543986431
854	0.6542376104
855	0.6540544511
856	0.6538796776
857	0.6536650344
858	0.6532398891
859	0.6529225712
860	0.6527066927
861	0.652587556
862	0.6523884271
863	0.6521867198
864	0.6520987028
865	0.6519594678
866	0.6513939788
867	0.6513108193
868	0.6511492868
869	0.650820025
870	0.6503267963
871	0.6502278388
872	0.6501481195
873	0.6500782115
874	0.6500032164
875	0.6495670363
876	0.6492413582
877	0.6489097659
878	0.6488113695
879	0.6484494871
880	0.6483347584
881	0.6480145588
882	0.6478236785
883	0.6475038701
884	0.6473668811
885	0.6471784661
886	0.646977778
887	0.6467388577
888	0.6466946411
889	0.6464864883
890	0.646248239
891	0.6459809936
892	0.6459492401
893	0.6458164746
894	0.6454670997
895	0.6452937219
896	0.6452081777
897	0.645020853
898	0.6444277005
899	0.6440918063
900	0.6440080022
901	0.6438912319
902	0.6435225398
903	0.6433828229
904	0.6432166252
905	0.6428038638
906	0.64250558
907	0.6423851037
908	0.6422520907
909	0.6418470736
910	0.6416952116
911	0.641577341
912	0.6413880358
913	0.6411497806
914	0.6410940783
915	0.6407070869
916	0.6404895265
917	0.64018374
918	0.6400785387
919	0.6399109997
920	0.6396604316
921	0.6395830495
922	0.6393017442
923	0.6391133775
924	0.6387647615
925	0.6386102787
926	0.6384976009
927	0.6380959492
928	0.6376257263
929	0.6375018747
930	0.6371435441
931	0.6369830893
932	0.6365950411
933	0.6363003935
934	0.6361291933
935	0.6359868772
936	0.6358799312
937	0.6354596435
938	0.6353344196
939	0.6351883076
940	0.6350848335
941	0.6346788346
942	0.6345419772
943	0.6342058204
944	0.6340827638
945	0.6340366477
946	0.6338255468
947	0.6337362542
948	0.6334610835
949	0.6333328458
950	0.6331625467
951	0.6329952783
952	0.6328627277
953	0.6324778173
954	0.6324280852
955	0.6323235143
956	0.6320835149
957	0.6320169929
958	0.631767635
959	0.6316822087
960	0.6315391982
961	0.6314245413
962	0.631361277
963	0.6310454039
964	0.6309468497
965	0.6307829858
966	0.6306016047
967	0.6304276039
968	0.6303370402
969	0.6300797615
970	0.6298827586
971	0.6295106083
972	0.6294035856
973	0.6291565421
974	0.6290043679
975	0.6286677178
976	0.628485029
977	0.6281880509
978	0.6281178154
979	0.6276215537
980	0.6274680273
981	0.6271395163
982	0.6268935955
983	0.6267314401
984	0.6265248774
985	0.6263470709
986	0.6262199324
987	0.6257342721
988	0.6255484459
989	0.6254674138
990	0.625306551
991	0.6252155573
992	0.6248943106
993	0.6245292651
994	0.6244511135
995	0.6241907618
996	0.6237051318
997	0.6233211085
998	0.6231318071
999	0.6229903178
